Latitude,Longitude,Sample Date,Total Alkalinity,Electrical Conductance,Dissolved Reactive Phosphorus,Location_ID
-28.116667,26.725278,2014-08-20,142.949,1207.0,20.0,85
-26.648056,27.089444,2013-12-18,233.98,663.09,13.0,116
-28.116667,26.725278,2014-08-26,144.438,1207.0,20.0,85
-26.970278,27.211111,2013-12-18,102.355,415.74,150.0,111
-28.116667,26.725278,2014-09-09,149.076,1465.0,20.0,85
-26.880278,26.965,2013-12-18,217.997,855.57,123.0,113
-27.671111,27.236944,2013-12-18,147.0,363.0,74.0,92
-28.116667,26.725278,2014-10-15,167.934,1364.0,20.0,85
-24.058889,31.237222,2013-12-19,142.483,529.59,10.0,149
-28.116667,26.725278,2014-11-10,124.315,1470.5,20.0,85
-28.116667,26.725278,2014-11-24,122.515,1074.0,20.0,85
-28.116667,26.725278,2014-11-25,118.464,1074.0,20.0,85
-22.43772222,31.07805556,2013-12-22,82.64,141.11,12.0,160
-28.116667,26.725278,2015-01-05,117.234,716.0,20.0,85
-25.99136,27.84208,2013-12-23,88.823,352.71,28.0,122
-26.970278,27.211111,2013-12-23,75.358,325.13,150.0,111
-26.880278,26.965,2013-12-23,208.869,877.39,123.0,113
-25.45963889,28.26430556,2013-12-23,184.436,596.87,168.0,130
-27.01011111,26.69808333,2013-12-24,91.645,392.72,157.0,108
-25.81048333,27.90955222,2013-12-24,117.413,587.11,191.0,123
-28.116667,26.725278,2015-03-10,136.588,1082.0,20.0,85
-25.73411,27.21422,2013-12-24,12.665,36.88,10.0,124
-26.648056,27.089444,2013-12-24,237.272,666.39,15.0,116
-26.98472222,26.63227778,2013-12-24,133.256,976.4,160.0,110
-28.116667,26.725278,2015-04-14,136.333,1428.0,20.0,85
-28.116667,26.725278,2015-04-15,132.161,1428.0,20.0,85
-28.116667,26.725278,2015-06-09,155.153,1428.0,20.0,85
-28.116667,26.725278,2015-06-24,175.722,1428.0,20.0,85
-28.116667,26.725278,2015-07-22,161.638,1428.0,20.0,85
-28.116667,26.725278,2015-08-12,177.053,1428.0,20.0,85
-28.116667,26.725278,2015-08-20,167.3,1428.0,20.0,85
-28.116667,26.725278,2015-09-08,178.016,1428.0,20.0,85
-28.116667,26.725278,2015-10-15,178.09,1428.0,20.0,85
-28.116667,26.725278,2015-11-03,190.219,1428.0,20.0,85
-28.116667,26.725278,2015-11-10,190.554,1428.0,20.0,85
-28.96362,19.15486,2013-12-28,128.554,320.63,11.0,67
-29.140556,31.391944,2014-01-01,56.43,166.6,20.0,63
-28.747778,31.745833,2014-01-01,92.555,369.0,20.0,73
-25.99136,27.84208,2014-01-06,108.895,396.73,10.0,122
-26.45,28.085833,2014-01-06,114.523,585.94,170.0,119
-28.141944,26.417778,2014-01-06,250.224,617.56,77.0,83
-28.116667,26.725278,2014-01-06,177.6965,1441.385,10.0,85
-26.861111,28.884722,2014-01-07,130.367,494.62,87.0,114
-25.45963889,28.26430556,2014-01-07,197.773,619.57,168.0,130
-27.01011111,26.69808333,2014-01-08,96.609,348.19,10.0,108
-25.81048333,27.90955222,2014-01-08,123.373,737.57,191.0,123
-29.140556,31.391944,2014-01-08,59.577,132.07,10.0,63
-28.801278,31.955389,2014-01-08,113.433,461.73,34.0,69
-28.75,30.442778,2014-01-08,65.305,168.49,27.0,72
-28.404444,30.013056,2014-01-08,44.491,109.9,11.0,79
-29.744167,29.905833,2014-01-08,27.9,61.4,5.0,53
-29.161667,30.629722,2014-01-08,72.551,178.84,21.0,61
-27.02314,28.59389,2014-01-08,76.742,232.69,24.0,107
-26.648056,27.089444,2014-01-08,251.157,707.28,14.0,116
-26.970278,27.211111,2014-01-08,82.508,286.12,131.0,111
-26.880278,26.965,2014-01-08,269.146,859.24,112.0,113
-27.3,28.586944,2014-01-08,44.895,128.7,19.0,103
-26.98472222,26.63227778,2014-01-08,100.943,820.54,160.0,110
-27.044444,27.005,2014-01-08,122.601,360.19,29.0,106
-28.69485,28.23487,2014-01-08,80.849,191.05,12.0,76
-29.615556,27.065278,2014-01-08,45.749,131.9,29.0,57
-28.768056,20.720556,2014-01-08,124.859,320.61,10.0,70
-28.058889,30.373611,2014-01-08,65.049,204.41,58.0,87
-27.937778,31.209444,2014-01-09,53.707,232.2,10.0,88
-27.5275,30.858056,2014-01-09,38.093,97.9,37.0,95
-30.679722,26.7125,2014-01-09,63.922,126.3,10.0,40
-30.336111,27.359444,2014-01-09,66.532,136.24,10.0,45
-27.671111,27.236944,2014-01-10,152.0,382.0,27.0,92
-30.534167,24.961944,2014-01-10,285.905,651.01,23.0,43
-29.380556,30.2775,2014-01-13,27.255,92.9,10.0,58
-26.73806,27.59194,2014-01-13,81.094,315.9,98.0,115
-26.45,28.085833,2014-01-13,109.182,669.0,182.0,119
-26.98472222,26.63227778,2014-01-13,246.0,1055.0,160.0,110
-27.01011111,26.69808333,2014-01-14,102.437,345.72,134.0,108
-25.127778,27.628889,2014-01-14,178.688,515.0,166.0,137
-25.20639,27.558,2014-01-14,169.553,632.56,50.0,135
-25.73411,27.21422,2014-01-14,16.776,41.08,10.0,124
-24.058889,31.237222,2014-01-14,99.668,338.55,110.0,149
-26.861111,28.884722,2014-01-14,120.766,720.0,115.0,114
-26.648056,27.089444,2014-01-14,253.418,681.29,25.0,116
-26.970278,27.211111,2014-01-14,94.259,285.82,130.0,111
-26.880278,26.965,2014-01-14,227.094,811.61,112.0,113
-26.98472222,26.63227778,2014-01-14,126.013,897.8,160.0,110
-27.044444,27.005,2014-01-14,139.163,354.06,40.0,106
-34.075556,20.145556,2014-01-14,65.914,1210.0,10.0,4
-28.338333,31.373611,2014-01-14,100.136,285.3,10.0,81
-28.068333,31.55,2014-01-14,54.9,193.6,10.0,86
-30.568333,29.422778,2014-01-15,53.857,123.72,10.0,42
-30.570833,29.150556,2014-01-15,46.964,113.69,39.0,41
-31.104278,29.399722,2014-01-15,63.682,146.02,14.0,33
-28.141944,26.417778,2014-01-16,268.247,642.52,65.0,83
-30.86013889,29.07125,2014-01-16,50.846,105.94,10.0,36
-30.77586667,29.03221667,2014-01-16,67.178,152.1,10.0,38
-23.838611,31.640833,2014-01-17,72.343,241.0,34.0,151
-31.031389,28.883333,2014-01-17,40.168,84.61,10.0,34
-29.042222,24.6,2014-01-20,125.0,405.0,20.0,64
-29.033333,23.983333,2014-01-20,160.0,1020.0,10.0,65
-28.141944,26.417778,2014-01-21,256.506,673.82,34.0,83
-29.1825,23.575556,2014-01-21,105.17,334.0,10.0,59
-34.031944,22.053333,2014-01-21,26.48,309.24,10.0,7
-34.039722,22.133333,2014-01-21,30.131,301.02,10.0,6
-25.57877778,29.12747222,2014-01-21,56.436,236.69,10.0,127
-25.99136,27.84208,2014-01-22,91.713,324.91,28.0,122
-27.602222,29.942778,2014-01-22,64.558,182.95,10.0,93
-29.744167,29.905833,2014-01-22,21.6,47.3,8.0,53
-26.45,28.085833,2014-01-22,113.635,614.0,182.0,119
-27.671111,27.236944,2014-01-22,131.353,332.81,27.0,92
-34.02861,22.22222,2014-01-22,17.467,261.0,10.0,8
-34.405833,19.600556,2014-01-22,78.937,1339.0,10.0,0
-27.01011111,26.69808333,2014-01-23,95.468,359.52,119.0,108
-26.648056,27.089444,2014-01-23,256.457,698.2,22.0,116
-26.970278,27.211111,2014-01-23,85.56,313.27,127.0,111
-26.880278,26.965,2014-01-23,280.478,896.53,112.0,113
-26.98472222,26.63227778,2014-01-23,245.494,974.03,160.0,110
-25.45963889,28.26430556,2014-01-23,164.724,614.95,168.0,130
-25.81048333,27.90955222,2014-01-24,108.623,450.86,191.0,123
-29.803611,30.516111,2014-01-26,89.545,379.36,10.0,50
-30.733889,29.828333,2014-01-27,37.406,92.57,10.0,39
-26.45,28.085833,2014-01-27,112.569,612.0,182.0,119
-29.160278,26.573333,2014-01-27,139.0,309.0,83.0,62
-32.502778,19.535833,2014-01-27,8.883,118.74,10.0,26
-27.01011111,26.69808333,2014-01-28,89.258,351.95,120.0,108
-25.127778,27.628889,2014-01-28,178.4,567.64,166.0,137
-25.73411,27.21422,2014-01-28,15.544,35.47,10.0,124
-28.735556,29.820556,2014-01-28,25.852,83.14,10.0,74
-26.648056,27.089444,2014-01-28,255.589,735.92,17.0,116
-26.970278,27.211111,2014-01-28,87.04,313.02,163.0,111
-26.880278,26.965,2014-01-28,203.05,908.47,112.0,113
-26.98472222,26.63227778,2014-01-28,237.311,941.75,160.0,110
-33.501667,21.624167,2014-01-28,166.295,638.76,48.0,17
-32.595833,19.009444,2014-01-28,5.0,90.81,10.0,25
-25.20639,27.558,2014-01-29,160.529,657.37,110.0,135
-28.768056,20.720556,2014-01-29,123.579,295.47,10.0,70
-32.94583,18.33667,2014-01-29,55.749,760.0,10.0,23
-33.31388889,19.07472222,2014-01-30,44.42,287.47,93.0,20
-29.380556,30.2775,2014-01-31,41.255,118.5,10.0,58
-26.73806,27.59194,2014-02-03,98.99,458.0,75.0,115
-26.45,28.085833,2014-02-03,111.222,519.5,182.0,119
-33.08883333,19.21878333,2014-02-03,6.751,52.6,10.0,22
-28.747778,31.745833,2014-02-04,61.709,261.2,10.0,73
-25.45963889,28.26430556,2014-02-04,132.724,468.71,168.0,130
-27.495556,26.074722,2014-02-04,68.018,276.2,71.0,96
-27.01011111,26.69808333,2014-02-05,99.518,328.0,104.0,108
-25.81048333,27.90955222,2014-02-05,95.991,503.53,191.0,123
-29.140556,31.391944,2014-02-05,41.058,115.0,10.0,63
-28.801278,31.955389,2014-02-05,83.789,322.7,11.0,69
-28.404444,30.013056,2014-02-05,36.082,109.8,10.0,79
-29.744167,29.905833,2014-02-05,24.8,52.5,5.0,53
-26.970278,27.211111,2014-02-05,90.093,452.0,149.0,111
-26.880278,26.965,2014-02-05,190.536,769.83,112.0,113
-26.98472222,26.63227778,2014-02-05,123.707,417.05,148.0,110
-28.116667,26.725278,2014-02-05,42.0,127.0,64.0,85
-27.044444,27.005,2014-02-05,134.384,381.0,20.0,106
-29.033333,23.983333,2014-02-05,174.763,1262.0,10.0,65
-28.69485,28.23487,2014-02-05,85.48,183.02,27.0,76
-27.937778,31.209444,2014-02-06,38.924,141.8,10.0,88
-30.336111,27.359444,2014-02-06,50.712,115.27,10.0,45
-30.830556,26.921389,2014-02-07,71.715,123.15,15.0,37
-27.671111,27.236944,2014-02-07,46.0,103.0,27.0,92
-30.679722,26.7125,2014-02-07,51.612,121.32,10.0,40
-26.648056,27.089444,2014-02-10,219.346,685.57,41.0,116
-26.98472222,26.63227778,2014-02-10,163.0,723.0,148.0,110
-27.01011111,26.69808333,2014-02-11,84.995,364.0,104.0,108
-25.127778,27.628889,2014-02-11,170.975,540.44,166.0,137
-25.20639,27.558,2014-02-11,106.019,455.46,88.0,135
-26.970278,27.211111,2014-02-11,66.415,279.32,141.0,111
-26.880278,26.965,2014-02-11,203.71,644.44,112.0,113
-27.802778,28.768333,2014-02-11,56.88,128.8,43.0,91
-26.98472222,26.63227778,2014-02-11,154.436,717.0,148.0,110
-28.116667,26.725278,2014-02-11,92.801,508.14,64.0,85
-27.044444,27.005,2014-02-11,98.087,299.1,21.0,106
-29.160278,26.573333,2014-02-11,84.874,223.72,83.0,62
-28.883333,27.89,2014-02-11,49.635,114.05,10.0,68
-30.568333,29.422778,2014-02-11,58.013,136.2,20.0,42
-30.570833,29.150556,2014-02-11,45.103,101.2,23.0,41
-31.104278,29.399722,2014-02-11,65.81,138.07,10.0,33
-28.338333,31.373611,2014-02-11,88.36,250.5,10.0,81
-28.068333,31.55,2014-02-11,56.983,182.7,10.0,86
-23.281,30.54305556,2014-02-12,141.852,277.1,20.0,154
-24.058889,31.237222,2014-02-12,86.226,304.5,37.0,149
-28.75,30.442778,2014-02-12,28.706,111.2,10.0,72
-29.161667,30.629722,2014-02-12,53.689,143.5,10.0,61
-26.45,28.085833,2014-02-12,102.298,553.74,98.0,119
-27.044444,27.005,2014-02-12,109.999,344.0,25.0,106
-29.615556,27.065278,2014-02-12,54.837,139.09,10.0,57
-31.031389,28.883333,2014-02-12,40.622,91.1,32.0,34
-30.86013889,29.07125,2014-02-12,50.789,119.8,47.0,36
-30.570833,29.150556,2014-02-12,21.591,58.7,10.0,41
-30.77586667,29.03221667,2014-02-12,55.972,103.86,10.0,38
-32.94583,18.33667,2014-02-12,68.115,1059.68,10.0,23
-34.031944,22.053333,2014-02-13,41.948,310.04,10.0,7
-34.329722,18.990278,2014-02-13,5.0,145.8,10.0,1
-34.039722,22.133333,2014-02-14,62.8,365.12,10.0,6
-34.02861,22.22222,2014-02-14,17.336,277.48,10.0,8
-25.99136,27.84208,2014-02-17,103.013,418.37,48.0,122
-28.735556,29.820556,2014-02-17,36.28,84.2,20.0,74
-26.648056,27.089444,2014-02-17,194.209,673.0,10.0,116
-28.116667,26.725278,2014-02-17,121.311,653.0,64.0,85
-29.042222,24.6,2014-02-17,134.0,402.0,20.0,64
-29.033333,23.983333,2014-02-17,179.0,946.0,10.0,65
-33.818056,19.694722,2014-02-17,20.002,303.6,13.0,14
-33.08883333,19.21878333,2014-02-17,6.691,48.12,10.0,22
-27.01011111,26.69808333,2014-02-18,81.142,360.0,117.0,108
-27.602222,29.942778,2014-02-18,60.522,163.8,10.0,93
-26.970278,27.211111,2014-02-18,83.676,268.16,103.0,111
-26.880278,26.965,2014-02-18,217.112,746.0,112.0,113
-26.98472222,26.63227778,2014-02-18,174.368,442.3,148.0,110
-29.160278,26.573333,2014-02-18,126.3,334.57,106.0,62
-34.075556,20.145556,2014-02-18,40.126,1049.0,10.0,4
-32.595833,19.009444,2014-02-18,11.505,146.8,10.0,25
-25.45963889,28.26430556,2014-02-18,160.968,623.0,168.0,130
-27.495556,26.074722,2014-02-18,127.27,360.0,20.0,96
-25.81048333,27.90955222,2014-02-19,140.605,629.0,191.0,123
-29.744167,29.905833,2014-02-19,27.6,59.9,5.0,53
-26.73806,27.59194,2014-02-19,75.76,315.8,75.0,115
-26.45,28.085833,2014-02-19,118.4625,616.5,98.0,119
-29.033333,23.983333,2014-02-19,168.03,985.0,10.0,65
-28.69485,28.23487,2014-02-19,68.282,153.19,10.0,76
-28.883333,27.89,2014-02-19,61.875,136.33,10.0,68
-25.57877778,29.12747222,2014-02-19,68.822,212.06,10.0,127
-30.830556,26.921389,2014-02-20,67.19,124.29,52.0,37
-30.679722,26.7125,2014-02-20,62.766,143.43,15.0,40
-30.336111,27.359444,2014-02-20,61.962,132.52,10.0,45
-33.31388889,19.07472222,2014-02-20,39.702,264.4,107.0,20
-30.534167,24.961944,2014-02-21,329.533,776.08,24.0,43
-29.744167,29.905833,2014-02-24,29.212,80.4,10.0,53
-26.45,28.085833,2014-02-24,98.396,581.0,98.0,119
-28.116667,26.725278,2014-02-24,162.887,765.48,186.0,85
-29.160278,26.573333,2014-02-24,56.0,139.0,106.0,62
-27.01011111,26.69808333,2014-02-25,90.369,393.0,108.0,108
-25.127778,27.628889,2014-02-25,159.816,543.0,166.0,137
-27.5275,30.858056,2014-02-25,19.68,82.5,10.0,95
-30.733889,29.828333,2014-02-25,37.8,99.8,20.0,39
-29.987778,29.851667,2014-02-25,44.991,112.6,10.0,49
-29.380556,30.2775,2014-02-25,30.114,70.8,26.0,58
-26.861111,28.884722,2014-02-25,113.099,378.0,47.0,114
-26.970278,27.211111,2014-02-25,72.181,327.9,111.0,111
-26.880278,26.965,2014-02-25,216.734,749.0,112.0,113
-26.98472222,26.63227778,2014-02-25,155.312,493.0,148.0,110
-27.044444,27.005,2014-02-25,96.139,296.2,49.0,106
-33.501667,21.624167,2014-02-25,141.359,469.31,101.0,17
-28.058889,30.373611,2014-02-25,48.513,199.7,10.0,87
-25.20639,27.558,2014-02-26,84.946,423.0,17.0,135
-25.73411,27.21422,2014-02-26,5.0,28.91,10.0,124
-26.648056,27.089444,2014-02-26,233.015,718.0,33.0,116
-28.116667,26.725278,2014-02-26,201.791,1095.59,23.0,85
-27.671111,27.236944,2014-02-26,114.74,224.78,48.0,92
-28.768056,20.720556,2014-02-26,122.095,323.7,20.0,70
-30.398056,30.601944,2014-02-27,39.502,214.4,10.0,44
-29.803611,30.516111,2014-02-28,83.963,281.8,20.0,50
-26.73806,27.59194,2014-03-03,89.179,412.0,187.0,115
-26.45,28.085833,2014-03-03,106.862,581.0,98.0,119
-28.116667,26.725278,2014-03-03,136.067,1198.5,15.0,85
-32.502778,19.535833,2014-03-03,15.654,145.2,10.0,26
-25.81048333,27.90955222,2014-03-04,61.066,273.1,139.0,123
-26.861111,28.884722,2014-03-04,67.785,252.5,157.0,114
-27.02314,28.59389,2014-03-04,103.233,289.8,39.0,107
-27.671111,27.236944,2014-03-04,73.422,209.2,75.0,92
-34.039722,22.133333,2014-03-04,18.244,291.1,10.0,6
-27.495556,26.074722,2014-03-04,162.341,355.0,95.0,96
-27.01011111,26.69808333,2014-03-05,85.823,369.0,124.0,108
-29.140556,31.391944,2014-03-05,57.735,184.3,22.0,63
-29.744167,29.905833,2014-03-05,20.8,48.3,5.0,53
-26.880278,26.965,2014-03-05,224.137,752.0,112.0,113
-26.98472222,26.63227778,2014-03-05,156.571,408.0,148.0,110
-27.671111,27.236944,2014-03-05,83.0,191.0,75.0,92
-29.033333,23.983333,2014-03-05,157.247,866.0,10.0,65
-34.02861,22.22222,2014-03-05,62.034,873.0,10.0,8
-25.45963889,28.26430556,2014-03-05,113.182,359.0,168.0,130
-27.937778,31.209444,2014-03-06,31.16,170.4,10.0,88
-26.648056,27.089444,2014-03-06,174.321,499.0,46.0,116
-26.970278,27.211111,2014-03-06,83.27,397.0,35.0,111
-27.044444,27.005,2014-03-06,107.662,308.5,53.0,106
-29.1825,23.575556,2014-03-06,111.316,316.0,20.0,59
-34.031944,22.053333,2014-03-06,22.438,350.0,10.0,7
-32.94583,18.33667,2014-03-06,55.687,967.0,10.0,23
-28.058889,30.373611,2014-03-06,30.893,170.7,10.0,87
-28.404444,30.013056,2014-03-07,29.118,107.7,10.0,79
-28.116667,26.725278,2014-03-07,87.0,391.0,15.0,85
-29.380556,30.2775,2014-03-08,18.645,73.6,20.0,58
-26.45,28.085833,2014-03-10,76.443,495.0,98.0,119
-26.98472222,26.63227778,2014-03-10,147.0,361.0,148.0,110
-27.01011111,26.69808333,2014-03-11,75.668,278.7,127.0,108
-24.183889,30.823889,2014-03-11,118.376,378.1,10.0,148
-26.861111,28.884722,2014-03-11,61.515,274.3,112.0,114
-26.648056,27.089444,2014-03-11,236.275,675.0,46.0,116
-26.970278,27.211111,2014-03-11,70.158,246.6,35.0,111
-26.880278,26.965,2014-03-11,149.471,566.0,112.0,113
-26.98472222,26.63227778,2014-03-11,135.166,374.0,148.0,110
-27.044444,27.005,2014-03-11,116.131,328.6,49.0,106
-30.568333,29.422778,2014-03-11,37.948,103.6,28.0,42
-30.570833,29.150556,2014-03-11,38.981,112.5,22.0,41
-31.104278,29.399722,2014-03-11,62.587,157.6,20.0,33
-34.092222,21.295278,2014-03-11,61.201,730.0,10.0,3
-24.034167,31.123611,2014-03-12,73.633,255.45,154.0,150
-28.75,30.442778,2014-03-12,33.962,107.2,10.0,72
-29.161667,30.629722,2014-03-12,65.035,132.73,11.0,61
-27.02314,28.59389,2014-03-12,60.084,200.4,71.0,107
-27.3,28.586944,2014-03-12,49.002,154.1,65.0,103
-28.141944,26.417778,2014-03-12,102.172,424.0,34.0,83
-31.031389,28.883333,2014-03-12,34.182,85.9,20.0,34
-30.86013889,29.07125,2014-03-12,48.007,118.1,20.0,36
-30.77586667,29.03221667,2014-03-12,48.947,118.9,20.0,38
-28.338333,31.373611,2014-03-12,75.933,237.9,10.0,81
-28.068333,31.55,2014-03-12,39.147,159.6,10.0,86
-25.20639,27.558,2014-03-13,79.143,348.75,73.0,135
-31.394444,20.947222,2014-03-13,107.916,354.3,20.0,32
-33.08883333,19.21878333,2014-03-13,10.0,59.0,20.0,22
-28.96362,19.15486,2014-03-15,132.459,352.4,20.0,67
-25.99136,27.84208,2014-03-17,96.661,371.0,72.0,122
-28.735556,29.820556,2014-03-17,28.62,136.0,20.0,74
-26.73806,27.59194,2014-03-17,71.237,239.7,73.0,115
-28.116667,26.725278,2014-03-17,97.389,541.0,73.0,85
-29.042222,24.6,2014-03-17,131.0,427.0,20.0,64
-29.033333,23.983333,2014-03-17,167.0,781.0,20.0,65
-23.281,30.54305556,2014-03-18,161.823,309.4,20.0,154
-26.861111,28.884722,2014-03-18,91.048,336.8,169.0,114
-26.98472222,26.63227778,2014-03-18,108.59,271.1,148.0,110
-33.31388889,19.07472222,2014-03-18,46.142,232.4,44.0,20
-25.45963889,28.26430556,2014-03-18,155.577,645.0,168.0,130
-27.495556,26.074722,2014-03-18,112.73,290.9,112.0,96
-27.01011111,26.69808333,2014-03-19,77.974,268.4,63.0,108
-25.81048333,27.90955222,2014-03-19,136.604,573.0,139.0,123
-26.648056,27.089444,2014-03-19,240.791,686.0,38.0,116
-26.970278,27.211111,2014-03-19,72.013,250.9,47.0,111
-26.880278,26.965,2014-03-19,260.312,994.0,112.0,113
-27.044444,27.005,2014-03-19,106.276,310.8,62.0,106
-29.033333,23.983333,2014-03-19,135.629,669.0,20.0,65
-28.376944,24.303056,2011-09-29,241.294,1359.0,10.0,80
-28.376944,24.303056,2011-11-20,250.216,1407.0,10.0,80
-28.376944,24.303056,2011-12-08,222.81,1407.0,10.0,80
-32.595833,19.009444,2014-03-19,11.174,81.6,20.0,25
-28.376944,24.303056,2012-01-19,195.205,1407.0,20.0,80
-26.03611,30.99778,2014-03-20,58.077,178.2,20.0,120
-27.602222,29.942778,2014-03-20,50.484,153.0,20.0,93
-29.744167,29.905833,2014-03-20,27.6,65.3,6.0,53
-28.376944,24.303056,2012-07-05,220.079,1375.0,20.0,80
-28.376944,24.303056,2012-07-11,214.121,1375.0,10.0,80
-28.376944,24.303056,2012-08-16,203.052,1375.0,10.0,80
-28.376944,24.303056,2012-08-30,216.125,1375.0,10.0,80
-28.376944,24.303056,2012-09-27,196.202,1375.0,10.0,80
-28.376944,24.303056,2013-01-17,190.699,1428.0,11.0,80
-28.376944,24.303056,2013-02-28,219.917,1428.0,48.0,80
-29.987778,29.851667,2014-03-24,30.173,89.9,20.0,49
-28.376944,24.303056,2013-03-14,211.184,1428.0,30.0,80
-28.376944,24.303056,2013-04-11,200.733,1428.0,47.0,80
-28.376944,24.303056,2013-04-25,206.175,1428.0,10.0,80
-28.376944,24.303056,2013-05-09,203.114,1428.0,43.0,80
-28.376944,24.303056,2013-06-20,235.852,1428.0,13.0,80
-28.376944,24.303056,2013-07-04,231.84,1428.0,17.0,80
-28.376944,24.303056,2013-07-18,311.289,1428.0,10.0,80
-28.376944,24.303056,2013-08-01,250.616,1428.0,10.0,80
-28.376944,24.303056,2013-08-15,239.027,1428.0,23.0,80
-28.376944,24.303056,2013-08-29,257.802,1428.0,13.0,80
-28.376944,24.303056,2013-09-12,263.853,1428.0,17.0,80
-28.376944,24.303056,2013-09-26,214.87,1297.0,25.0,80
-28.376944,24.303056,2013-10-10,242.197,1297.0,14.0,80
-28.376944,24.303056,2013-10-24,252.512,1297.0,10.0,80
-28.376944,24.303056,2013-11-07,249.045,1297.0,10.0,80
-28.376944,24.303056,2013-11-21,248.024,1297.0,10.0,80
-28.376944,24.303056,2014-01-02,257.096,1297.0,12.0,80
-28.376944,24.303056,2014-01-16,212.453,1297.0,10.0,80
-28.376944,24.303056,2014-01-30,214.837,1297.0,10.0,80
-28.376944,24.303056,2014-02-27,199.778,1297.0,10.0,80
-29.744167,29.905833,2014-03-24,30.112,91.3,20.0,53
-26.45,28.085833,2014-03-24,120.206,649.0,53.0,119
-28.141944,26.417778,2014-03-24,155.436,370.0,34.0,83
-28.376944,24.303056,2014-06-05,206.436,1227.0,20.0,80
-22.225556,29.990556,2014-03-25,128.165,414.0,20.0,161
-25.127778,27.628889,2014-03-25,123.384,404.0,166.0,137
-28.376944,24.303056,2014-10-23,218.924,1441.0,20.0,80
-30.733889,29.828333,2014-03-25,43.007,115.2,20.0,39
-26.861111,28.884722,2014-03-25,123.693,515.0,99.0,114
-28.116667,26.725278,2014-03-25,137.356,861.0,14.0,85
-29.160278,26.573333,2014-03-25,110.0,224.0,52.0,62
-28.69485,28.23487,2014-03-25,129.266,243.7,10.0,76
-29.615556,27.065278,2014-03-25,83.866,218.9,37.0,57
-28.883333,27.89,2014-03-25,93.131,219.3,10.0,68
-33.501667,21.624167,2014-03-25,186.126,710.0,24.0,17
-27.01011111,26.69808333,2014-03-26,88.942,334.1,131.0,108
-22.935,28.004167,2014-03-26,68.465,267.8,20.0,156
-25.20639,27.558,2014-03-26,113.106,553.0,49.0,135
-28.376944,24.303056,2015-07-16,226.202,1506.0,20.0,80
-28.376944,24.303056,2015-07-30,226.729,1506.0,20.0,80
-28.376944,24.303056,2015-08-13,235.927,1506.0,20.0,80
-28.376944,24.303056,2015-09-24,237.636,1506.0,20.0,80
-28.376944,24.303056,2015-10-08,228.318,1506.0,20.0,80
-28.376944,24.303056,2015-10-22,210.336,1506.0,39.0,80
-28.376944,24.303056,2015-11-05,234.268,1506.0,20.0,80
-28.376944,24.303056,2015-11-19,295.2,1506.0,20.0,80
-28.376944,24.303056,2015-12-03,255.9,1506.0,20.0,80
-28.376944,24.303056,2015-12-31,254.5,1506.0,20.0,80
-30.398056,30.601944,2014-03-26,47.151,230.2,20.0,44
-26.648056,27.089444,2014-03-26,223.609,667.0,20.0,116
-26.970278,27.211111,2014-03-26,73.166,294.1,102.0,111
-26.880278,26.965,2014-03-26,235.497,766.0,112.0,113
-26.98472222,26.63227778,2014-03-26,143.686,448.0,148.0,110
-27.671111,27.236944,2014-03-26,68.952,206.8,10.0,92
-27.044444,27.005,2014-03-26,119.834,354.3,20.0,106
-30.336111,27.359444,2014-03-26,82.164,171.34,17.0,45
-22.935,28.004167,2014-03-27,120.656,486.0,22.0,156
-30.830556,26.921389,2014-03-27,121.641,251.2,10.0,37
-22.548889,28.898056,2014-03-27,91.175,404.0,20.0,159
-22.91028,29.61111,2014-03-27,61.002,171.4,20.0,157
-31.000833,26.353056,2014-03-27,153.046,402.0,115.0,35
-30.679722,26.7125,2014-03-27,95.949,219.3,20.0,40
-30.534167,24.961944,2014-03-27,140.838,337.2,48.0,43
-22.548889,28.898056,2014-03-28,87.661,245.6,21.0,159
-29.160278,26.573333,2014-03-28,101.176,220.61,52.0,62
-29.803611,30.516111,2014-03-28,55.648,214.7,20.0,50
-25.99136,27.84208,2014-03-31,110.052,366.94,128.0,122
-25.513889,31.224444,2014-03-31,45.871,171.8,20.0,128
-33.818056,19.694722,2014-03-31,23.312,277.9,20.0,14
-32.502778,19.535833,2014-03-31,10.0,110.6,20.0,26
-25.681111,31.783333,2014-04-01,59.848,201.8,20.0,125
-28.116667,26.725278,2014-04-01,149.417,1349.0,20.0,85
-27.671111,27.236944,2014-04-01,63.718,181.8,91.0,92
-34.075556,20.145556,2014-04-01,26.858,603.0,22.0,4
-25.81048333,27.90955222,2014-04-02,146.928,681.0,139.0,123
-22.935,28.004167,2014-04-02,90.54,334.6,20.0,156
-24.9675,31.516667,2014-04-02,26.045,89.985,20.0,139
-28.801278,31.955389,2014-04-02,92.091,422.0,20.0,69
-29.744167,29.905833,2014-04-02,34.1,71.8,5.0,53
-27.671111,27.236944,2014-04-02,67.0,182.0,91.0,92
-29.033333,23.983333,2014-04-02,155.703,820.0,20.0,65
-28.768056,20.720556,2014-04-02,106.343,324.3,20.0,70
-34.031944,22.053333,2014-04-02,36.688,326.7,20.0,7
-34.039722,22.133333,2014-04-02,18.868,265.6,20.0,6
-28.058889,30.373611,2014-04-02,75.499,271.9,23.0,87
-27.495556,26.074722,2014-04-02,149.283,386.0,66.0,96
-27.01011111,26.69808333,2014-04-03,95.884,389.0,20.0,108
